Type;Days for shipping (real);Days for shipment (scheduled);Benefit per order;Sales per customer;Delivery Status;Late_delivery_risk;Category Id;Category Name;Customer City;Customer Country;Customer Email;Customer Fname;Customer Id;Customer Lname;Customer Password;Customer Segment;Customer State;Customer Street;Customer Zipcode;Department Id;Department Name;Latitude;Longitude;Market;Order City;Order Country;Order Customer Id;order date (DateOrders);Order Id;Order Item Cardprod Id;Order Item Discount;Order Item Discount Rate;Order Item Id;Order Item Product Price;Order Item Profit Ratio;Order Item Quantity;Sales;Order Item Total;Order Profit Per Order;Order Region;Order State;Order Status;Order Zipcode;Product Card Id;Product Category Id;Product Description;Product Image;Product Name;Product Price;Product Status;shipping date (DateOrders);Shipping Mode
DEBIT;2;1;72;1.999.900.055;Late delivery;1;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Brenda;2751;Smith;XXXXXXXXX;Corporate;PR;5755 Crystal Pine Via;725;7;Fan Shop;1.826.366.234;-6.637.052.918;LATAM;Resistencia;Argentina;2751;1/20/2017 9:06;51405;1073;0;0;128471;1.999.900.055;0.360000014;1;1.999.900.055;1.999.900.055;72;South America;Chaco;ON_HOLD;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;1/22/2017 9:06;First Class
DEBIT;2;1;5.543.999.863;1.979.900.055;Late delivery;1;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Brenda;2751;Smith;XXXXXXXXX;Corporate;PR;5755 Crystal Pine Via;725;7;Fan Shop;1.826.366.234;-6.637.052.918;LATAM;Resistencia;Argentina;2751;1/20/2017 9:06;51405;1073;2;0.01;128469;1.999.900.055;0.280000001;1;1.999.900.055;1.979.900.055;5.543.999.863;South America;Chaco;ON_HOLD;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;1/22/2017 9:06;First Class
DEBIT;2;1;9.604.000.092;1.959.900.055;Late delivery;1;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Brenda;2751;Smith;XXXXXXXXX;Corporate;PR;5755 Crystal Pine Via;725;7;Fan Shop;1.826.366.234;-6.637.052.918;LATAM;Resistencia;Argentina;2751;1/20/2017 9:06;51405;1073;4;0.02;128468;1.999.900.055;0.49000001;1;1.999.900.055;1.959.900.055;9.604.000.092;South America;Chaco;ON_HOLD;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;1/22/2017 9:06;First Class
DEBIT;2;1;413.199.997;1.939.900.055;Late delivery;1;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Katherine;5828;Oconnell;XXXXXXXXX;Consumer;PR;2127 Middle Goose Mews;725;7;Fan Shop;1.821.101.761;-6.637.052.918;LATAM;Resistencia;Argentina;5828;1/20/2017 8:45;51404;1073;6;0.029999999;128465;1.999.900.055;0.209999993;1;1.999.900.055;1.939.900.055;413.199.997;South America;Chaco;COMPLETE;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;1/22/2017 8:45;First Class
DEBIT;2;1;-2.975.899.963;1.919.900.055;Late delivery;1;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Katherine;5828;Oconnell;XXXXXXXXX;Consumer;PR;2127 Middle Goose Mews;725;7;Fan Shop;1.821.101.761;-6.637.052.918;LATAM;Resistencia;Argentina;5828;1/20/2017 8:45;51404;1073;8;0.039999999;128464;1.999.900.055;-1.549.999.952;1;1.999.900.055;1.919.900.055;-2.975.899.963;South America;Chaco;COMPLETE;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;1/22/2017 8:45;First Class
TRANSFER;2;4;7.840.000.153;1.599.900.055;Advance shipping;0;48;Water Sports;Cordova;EE. UU.;XXXXXXXXX;Elizabeth;6716;Dixon;XXXXXXXXX;Consumer;TN;9276 Jagged Towers;38018;7;Fan Shop;3.516.003.037;-8.975.041.199;LATAM;Buenos Aires;Argentina;6716;4/1/2015 15:38;6211;1073;40;0.200000003;15535;1.999.900.055;0.49000001;1;1.999.900.055;1.599.900.055;7.840.000.153;South America;Buenos Aires;PROCESSING;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;4/3/2015 15:38;Standard Class
TRANSFER;0;0;1.739.999.962;1.739.900.055;Shipping on time;0;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Catherine;867;Smith;XXXXXXXXX;Consumer;PR;5032 Crystal Rabbit Private;725;7;Fan Shop;1.823.534.012;-6.605.788.422;LATAM;Buenos Aires;Argentina;867;3/30/2015 3:43;6040;1073;26;0.129999995;15062;1.999.900.055;0.100000001;1;1.999.900.055;1.739.900.055;1.739.999.962;South America;Buenos Aires;PENDING;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/30/2015 15:43;Same Day
TRANSFER;0;0;63.75;1.699.900.055;Shipping on time;0;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Catherine;867;Smith;XXXXXXXXX;Consumer;PR;5032 Crystal Rabbit Private;725;7;Fan Shop;1.823.534.012;-6.605.788.422;LATAM;Buenos Aires;Argentina;867;3/30/2015 3:43;6040;1073;30;0.150000006;15060;1.999.900.055;0.379999995;1;1.999.900.055;1.699.900.055;63.75;South America;Buenos Aires;PENDING;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/30/2015 15:43;Same Day
TRANSFER;4;2;3.960.000.038;1.979.900.055;Late delivery;1;48;Water Sports;Stone Mountain;EE. UU.;XXXXXXXXX;Mary;2725;Hood;XXXXXXXXX;Consumer;GA;8548 Heather Gate;30083;7;Fan Shop;3.381.931.305;-8.417.552.948;LATAM;Comodoro Rivadavia;Argentina;2725;3/26/2015 16:41;5803;1073;2;0.01;14446;1.999.900.055;0.02;1;1.999.900.055;1.979.900.055;3.960.000.038;South America;Chubut;PENDING;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/30/2015 16:41;Second Class
DEBIT;6;4;8.554.000.092;1.819.900.055;Late delivery;1;48;Water Sports;San Bernardino;EE. UU.;XXXXXXXXX;Emily;1672;Haley;XXXXXXXXX;Home Office;CA;2472 Rocky Barn Subdivision;92407;7;Fan Shop;340.776.062;-117.240.181;LATAM;Corrientes;Argentina;1672;3/26/2015 10:23;5785;1073;18;0.090000004;14403;1.999.900.055;0.469999999;1;1.999.900.055;1.819.900.055;8.554.000.092;South America;Corrientes;COMPLETE;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;4/1/2015 10:23;Standard Class
CASH;2;1;23.25;1.859.900.055;Late delivery;1;48;Water Sports;Chicago;EE. UU.;XXXXXXXXX;Christopher;9045;Townsend;XXXXXXXXX;Corporate;IL;7494 Emerald Terrace;60636;7;Fan Shop;4.177.416.611;-8.766.143.799;LATAM;Esquina;Argentina;9045;3/24/2015 13:32;5657;1073;14;0.07;14102;1.999.900.055;0.129999995;1;1.999.900.055;1.859.900.055;23.25;South America;Corrientes;CLOSED;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/26/2015 13:32;First Class
TRANSFER;1;0;2.304.000.092;1.919.900.055;Late delivery;1;48;Water Sports;El Monte;EE. UU.;XXXXXXXXX;Cheryl;7457;Smith;XXXXXXXXX;Consumer;CA;2845 Jagged Oak Vale;91732;7;Fan Shop;3.419.438.171;-1.181.662.979;LATAM;Buenos Aires;Argentina;7457;3/23/2015 13:01;5587;1073;8;0.039999999;13935;1.999.900.055;0.119999997;1;1.999.900.055;1.919.900.055;2.304.000.092;South America;Buenos Aires;PENDING;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/24/2015 1:01;Same Day
PAYMENT;2;1;96;1.919.900.055;Late delivery;1;48;Water Sports;Poway;EE. UU.;XXXXXXXXX;Mary;2370;Hurley;XXXXXXXXX;Corporate;CA;1430 Tawny Barn Villas;92064;7;Fan Shop;3.295.655.823;-1.170.449.829;LATAM;Neuquén;Argentina;2370;3/17/2015 9:10;5165;1073;8;0.039999999;12907;1.999.900.055;0.5;1;1.999.900.055;1.919.900.055;96;South America;Neuquén;PENDING_PAYMENT;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/19/2015 9:10;First Class
PAYMENT;6;4;61.5;1.499.900.055;Late delivery;1;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Diana;10067;Williams;XXXXXXXXX;Home Office;PR;9695 Bright Path;725;7;Fan Shop;1.821.630.096;-6.637.055.206;LATAM;Santa Fe;Argentina;10067;3/13/2015 0:04;4865;1073;50;0.25;12176;1.999.900.055;0.409999996;1;1.999.900.055;1.499.900.055;61.5;South America;Santa Fe;PAYMENT_REVIEW;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/19/2015 0:04;Standard Class
TRANSFER;2;1;32;1.999.900.055;Late delivery;1;48;Water Sports;Lewisville;EE. UU.;XXXXXXXXX;Sarah;1436;Smith;XXXXXXXXX;Consumer;TX;8626 Silver End;75067;7;Fan Shop;3.298.721.314;-9.698.584.747;LATAM;Buenos Aires;Argentina;1436;3/12/2015 23:01;4862;1073;0;0;12167;1.999.900.055;0.159999996;1;1.999.900.055;1.999.900.055;32;South America;Buenos Aires;PENDING;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/14/2015 23:01;First Class
DEBIT;2;4;4.979.999.924;1.659.900.055;Advance shipping;0;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Mary;6088;Brooks;XXXXXXXXX;Home Office;PR;8711 Middle Mountain Maze;725;7;Fan Shop;1.821.607.781;-6.637.062.836;LATAM;Buenos Aires;Argentina;6088;3/12/2015 06:54;4816;1073;34;0.170000002;12047;1.999.900.055;0.300000012;1;1.999.900.055;1.659.900.055;4.979.999.924;South America;Buenos Aires;COMPLETE;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/14/2015 6:54;Standard Class
DEBIT;2;4;24.75;1.979.900.055;Advance shipping;0;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Mary;2404;Keller;XXXXXXXXX;Consumer;PR;907 Umber Beacon Common;725;7;Fan Shop;1.824.899.483;-6.637.052.918;LATAM;Resistencia;Argentina;2404;3/11/2015 18:38;4781;1073;2;0.01;11957;1.999.900.055;0.129999995;1;1.999.900.055;1.979.900.055;24.75;South America;Chaco;ON_HOLD;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/13/2015 18:38;Standard Class
PAYMENT;2;4;85.5;1.899.900.055;Advance shipping;0;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Mary;8711;Smith;XXXXXXXXX;Consumer;PR;5408 Stony Valley;725;7;Fan Shop;1.826.004.791;-6.637.051.392;LATAM;Buenos Aires;Argentina;8711;3/8/2015 08:18;4546;1073;10;0.050000001;11380;1.999.900.055;0.449999988;1;1.999.900.055;1.899.900.055;85.5;South America;Buenos Aires;PENDING_PAYMENT;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/10/2015 08:18;Standard Class
PAYMENT;2;4;6.388.000.107;1.889.900.055;Advance shipping;0;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Mary;8711;Smith;XXXXXXXXX;Consumer;PR;5408 Stony Valley;725;7;Fan Shop;1.826.004.791;-6.637.051.392;LATAM;Buenos Aires;Argentina;8711;3/8/2015 08:18;4546;1073;11;0.059999999;11377;1.999.900.055;0.340000004;1;1.999.900.055;1.889.900.055;6.388.000.107;South America;Buenos Aires;PENDING_PAYMENT;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/10/2015 08:18;Standard Class
TRANSFER;5;4;-8.359.999.847;1.759.900.055;Late delivery;1;48;Water Sports;Long Beach;EE. UU.;XXXXXXXXX;Tyler;10381;Martinez;XXXXXXXXX;Consumer;CA;5193 Round Mountain;90805;7;Fan Shop;3.385.028.458;-1.181.952.133;LATAM;San Juan;Argentina;10381;3/6/2015 22:19;4449;1073;24;0.119999997;11134;1.999.900.055;-0.479999989;1;1.999.900.055;1.759.900.055;-8.359.999.847;South America;San Juan;PROCESSING;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/11/2015 22:19;Standard Class
PAYMENT;4;2;24.25;1.939.900.055;Late delivery;1;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Charles;4270;Smith;XXXXXXXXX;Corporate;PR;6175 Golden Glade;725;7;Fan Shop;1.825.305.748;-6.637.050.629;LATAM;Buenos Aires;Argentina;4270;3/6/2015 11:28;4418;1073;6;0.029999999;11067;1.999.900.055;0.129999995;1;1.999.900.055;1.939.900.055;24.25;South America;Buenos Aires;PENDING_PAYMENT;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/10/2015 11:28;Second Class
PAYMENT;5;2;9.408.000.183;1.919.900.055;Late delivery;1;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Benjamin;8133;Riddle;XXXXXXXXX;Home Office;PR;7046 Sleepy Berry Estates;725;7;Fan Shop;182.833.519;-6.637.052.155;LATAM;Buenos Aires;Argentina;8133;3/6/2015 10:04;4414;1073;8;0.039999999;11061;1.999.900.055;0.49000001;1;1.999.900.055;1.919.900.055;9.408.000.183;South America;Buenos Aires;PENDING_PAYMENT;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/11/2015 10:04;Second Class
CASH;4;2;3.039.999.962;1.899.900.055;Late delivery;1;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Mary;8997;Smith;XXXXXXXXX;Corporate;PR;8668 Shady Panda Expressway;725;7;Fan Shop;1.822.680.283;-6.637.052.918;LATAM;Buenos Aires;Argentina;8997;3/6/2015 09:43;4413;1073;10;0.050000001;11055;1.999.900.055;0.159999996;1;1.999.900.055;1.899.900.055;3.039.999.962;South America;Buenos Aires;CLOSED;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/10/2015 09:43;Second Class
CASH;5;4;22;1.759.900.055;Late delivery;1;48;Water Sports;Panorama City;EE. UU.;XXXXXXXXX;Jonathan;9871;Smith;XXXXXXXXX;Corporate;CA;1987 Blue Crossing;91402;7;Fan Shop;3.541.151.428;-1.189.717.636;LATAM;Buenos Aires;Argentina;9871;3/6/2015 01:18;4389;1073;24;0.119999997;10994;1.999.900.055;0.129999995;1;1.999.900.055;1.759.900.055;22;South America;Buenos Aires;CLOSED;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/11/2015 01:18;Standard Class
DEBIT;1;0;4.575.999.832;1.759.900.055;Late delivery;1;48;Water Sports;Orange Park;EE. UU.;XXXXXXXXX;Mary;654;Smith;XXXXXXXXX;Corporate;FL;2360 Fallen Village;32073;7;Fan Shop;3.369.361.115;-1.120.330.811;LATAM;Córdoba;Argentina;654;3/2/2015 18:08;4163;1073;24;0.119999997;10392;1.999.900.055;0.25999999;1;1.999.900.055;1.759.900.055;4.575.999.832;South America;Córdoba;ON_HOLD;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/3/2015 06:08;Same Day
TRANSFER;3;4;-81;1.799.900.055;Advance shipping;0;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Christopher;12167;Smith;XXXXXXXXX;Corporate;PR;3497 Merry Bear Thicket;725;7;Fan Shop;1.820.262.909;-6.637.054.443;LATAM;Mendoza;Argentina;12167;2/28/2015 6:13;3992;1073;20;0.100000001;9918;1.999.900.055;-0.449999988;1;1.999.900.055;1.799.900.055;-81;South America;Mendoza;PENDING;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/3/2015 06:13;Standard Class
TRANSFER;2;4;8.095.999.908;1.759.900.055;Shipping canceled;0;48;Water Sports;Sunnyvale;EE. UU.;XXXXXXXXX;Robert;4414;Lopez;XXXXXXXXX;Corporate;CA;1800 Quiet Creek Stead;94087;7;Fan Shop;3.734.466.934;-1.220.356.674;LATAM;Mendoza;Argentina;4414;2/28/2015 5:52;3991;1073;24;0.119999997;9913;1.999.900.055;0.460000008;1;1.999.900.055;1.759.900.055;8.095.999.908;South America;Mendoza;CANCELED;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/2/2015 05:52;Standard Class
DEBIT;6;4;5.320.000.076;1.899.900.055;Late delivery;1;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Mary;10475;Smith;XXXXXXXXX;Consumer;PR;236 Harvest Diversion;725;7;Fan Shop;1.829.314.423;-6.637.059.784;LATAM;Buenos Aires;Argentina;10475;2/26/2015 0:58;3840;1073;10;0.050000001;9546;1.999.900.055;0.280000001;1;1.999.900.055;1.899.900.055;5.320.000.076;South America;Buenos Aires;ON_HOLD;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;3/4/2015 00:58;Standard Class
PAYMENT;2;4;5.509.000.015;1.759.900.055;Advance shipping;0;48;Water Sports;Saint Louis;EE. UU.;XXXXXXXXX;Amanda;8653;Smith;XXXXXXXXX;Corporate;MO;3880 Gentle Meadow;63116;7;Fan Shop;3.855.754.471;-9.027.445.984;LATAM;Buenos Aires;Argentina;8653;2/22/2015 11:29;3596;1073;24;0.119999997;8939;1.999.900.055;0.310000002;1;1.999.900.055;1.759.900.055;5.509.000.015;South America;Buenos Aires;PENDING_PAYMENT;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/24/2015 11:29;Standard Class
PAYMENT;3;4;2.820.000.076;1.499.900.055;Advance shipping;0;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Jacob;630;Smith;XXXXXXXXX;Consumer;PR;7308 Honey Autumn Range;725;7;Fan Shop;1.835.910.034;-6.607.790.375;LATAM;Córdoba;Argentina;630;2/22/2015 4:49;3577;1073;50;0.25;8897;1.999.900.055;0.189999998;1;1.999.900.055;1.499.900.055;2.820.000.076;South America;Córdoba;PENDING_PAYMENT;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/25/2015 4:49;Standard Class
TRANSFER;1;0;0;1.499.900.055;Late delivery;1;48;Water Sports;Los Angeles;EE. UU.;XXXXXXXXX;Frances;6947;Boyle;XXXXXXXXX;Consumer;CA;8988 Thunder Circle;90046;7;Fan Shop;3.409.960.938;-1.183.507.385;LATAM;San Salvador de Jujuy;Argentina;6947;2/19/2015 17:16;3407;1073;50;0.25;8460;1.999.900.055;0;1;1.999.900.055;1.499.900.055;0;South America;Jujuy;PROCESSING;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/20/2015 5:16;Same Day
CASH;6;4;1.439.999.962;1.799.900.055;Late delivery;1;48;Water Sports;Sunnyvale;EE. UU.;XXXXXXXXX;Mary;9591;Gonzalez;XXXXXXXXX;Consumer;CA;840 Wishing Vista;94087;7;Fan Shop;373.627.739;-1.220.320.969;LATAM;Bahía Blanca;Argentina;9591;2/13/2015 18:41;3000;1073;20;0.100000001;7478;1.999.900.055;0.079999998;1;1.999.900.055;1.799.900.055;1.439.999.962;South America;Buenos Aires (provincia);CLOSED;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/19/2015 18:41;Standard Class
DEBIT;6;2;-5.279.699.707;1.919.900.055;Late delivery;1;48;Water Sports;Rosemead;EE. UU.;XXXXXXXXX;Matthew;3757;Fuller;XXXXXXXXX;Corporate;CA;779 Velvet Blossom Key;91770;7;Fan Shop;3.406.577.683;-1.180.826.416;LATAM;San Justo;Argentina;3757;2/13/2015 1:09;2950;1073;8;0.039999999;7357;1.999.900.055;-2.75;1;1.999.900.055;1.919.900.055;-5.279.699.707;South America;Santa Fe;COMPLETE;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/19/2015 1:09;Second Class
TRANSFER;4;2;-1.472.400.055;1.899.900.055;Late delivery;1;48;Water Sports;Olathe;EE. UU.;XXXXXXXXX;Mary;7065;Watson;XXXXXXXXX;Corporate;KS;8791 Cozy Passage;66062;7;Fan Shop;3.889.456.177;-9.477.796.173;LATAM;San Justo;Argentina;7065;2/13/2015 0:27;2948;1073;10;0.050000001;7351;1.999.900.055;-0.779999971;1;1.999.900.055;1.899.900.055;-1.472.400.055;South America;Santa Fe;PROCESSING;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/17/2015 0:27;Second Class
DEBIT;5;4;6.286.000.061;1.859.900.055;Late delivery;1;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Mary;5660;Maldonado;XXXXXXXXX;Corporate;PR;8984 Dewy Arbor;725;7;Fan Shop;1.826.923.561;-6.637.052.155;LATAM;Salta;Argentina;5660;2/12/2015 21:18;2939;1073;14;0.07;7334;1.999.900.055;0.340000004;1;1.999.900.055;1.859.900.055;6.286.000.061;South America;Salta;COMPLETE;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/17/2015 21:18;Standard Class
DEBIT;2;4;4.991.999.817;1.919.900.055;Advance shipping;0;48;Water Sports;Chicago;EE. UU.;XXXXXXXXX;Mary;6745;Smith;XXXXXXXXX;Corporate;IL;7353 Round Spring Chase;60645;7;Fan Shop;420.125.885;-8.768.591.309;LATAM;Presidencia Roque Sáenz Peña;Argentina;6745;2/10/2015 03:26;2751;1073;8;0.039999999;6897;1.999.900.055;0.25999999;1;1.999.900.055;1.919.900.055;4.991.999.817;South America;Chaco;COMPLETE;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/12/2015 03:26;Standard Class
PAYMENT;5;4;5.509.999.847;1.899.900.055;Late delivery;1;48;Water Sports;Round Rock;EE. UU.;XXXXXXXXX;Phillip;4023;Smith;XXXXXXXXX;Consumer;TX;2306 Fallen Trace;78664;7;Fan Shop;3.050.919.151;-9.771.290.588;LATAM;Presidencia Roque Sáenz Peña;Argentina;4023;2/10/2015 02:44;2749;1073;10;0.050000001;6892;1.999.900.055;0.289999992;1;1.999.900.055;1.899.900.055;5.509.999.847;South America;Chaco;PENDING_PAYMENT;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/15/2015 2:44;Standard Class
TRANSFER;5;2;1.807.999.992;1.599.900.055;Late delivery;1;48;Water Sports;Pawtucket;EE. UU.;XXXXXXXXX;Mildred;4064;Smith;XXXXXXXXX;Consumer;RI;733 Tawny Nectar Link;2860;7;Fan Shop;418.719.368;-7.138.621.521;LATAM;Buenos Aires;Argentina;4064;2/9/2015 10:58;2704;1073;40;0.200000003;6766;1.999.900.055;0.109999999;1;1.999.900.055;1.599.900.055;1.807.999.992;South America;Buenos Aires;PENDING;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/14/2015 10:58;Second Class
TRANSFER;3;4;5.045.999.908;1.739.900.055;Shipping canceled;0;48;Water Sports;Anaheim;EE. UU.;XXXXXXXXX;Mary;1314;Smith;XXXXXXXXX;Corporate;CA;7787 Lazy Corners;92802;7;Fan Shop;3.381.289.673;-1.179.363.785;LATAM;Rosario;Argentina;1314;2/7/2015 17:59;2587;1073;26;0.129999995;6476;1.999.900.055;0.289999992;1;1.999.900.055;1.739.900.055;5.045.999.908;South America;Santa Fe;CANCELED;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/10/2015 17:59;Standard Class
CASH;5;4;6.969.999.695;1.699.900.055;Late delivery;1;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Mary;2531;Fitzpatrick;XXXXXXXXX;Consumer;PR;4534 Shady Alley;725;7;Fan Shop;1.827.880.096;-6.637.055.206;LATAM;Buenos Aires;Argentina;2531;2/7/2015 16:56;2584;1073;30;0.150000006;6465;1.999.900.055;0.409999996;1;1.999.900.055;1.699.900.055;6.969.999.695;South America;Buenos Aires;CLOSED;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/12/2015 16:56;Standard Class
TRANSFER;3;4;6.691.999.817;1.979.900.055;Advance shipping;0;48;Water Sports;Caguas;Puerto Rico;XXXXXXXXX;Teresa;9770;Smith;XXXXXXXXX;Corporate;PR;6175 Golden Glade;725;7;Fan Shop;1.826.890.945;-6.637.059.021;LATAM;Buenos Aires;Argentina;9770;2/6/2015 08:42;2492;1073;2;0.01;6232;1.999.900.055;0.340000004;1;1.999.900.055;1.979.900.055;6.691.999.817;South America;Buenos Aires;PROCESSING;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/9/2015 08:42;Standard Class
TRANSFER;4;2;-3.309.000.015;1.759.900.055;Shipping canceled;0;48;Water Sports;Garden Grove;EE. UU.;XXXXXXXXX;David;3766;Chavez;XXXXXXXXX;Consumer;CA;3543 Crystal Bear Forest;92843;7;Fan Shop;3.376.652.145;-1.179.461.899;LATAM;San Nicolás de los Arroyos;Argentina;3766;2/6/2015 00:18;2468;1073;24;0.119999997;6164;1.999.900.055;-0.189999998;1;1.999.900.055;1.759.900.055;-3.309.000.015;South America;Buenos Aires (provincia);CANCELED;;1073;48;;http://images.acmesports.sports/Pelican+Sunstream+100+Kayak;Pelican Sunstream 100 Kayak;1.999.900.055;0;2/10/2015 00:18;Second Class
